Geneid	A1	A3	A12	A13	A16	A17	A18	A19	A24	A25	A28	A29	A32	A33	A36	A37	A40	A41	A44	A45	A48	A49	A50	A51
Gm30784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm22036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco1a6	0	0	1	0	0	0	0	0	0	1	0	3	6	3	0	0	1	0	0	1	1	0	0	0
Gm18159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20400	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Slco1a5	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm25430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iapp	36	14	1	0	2	0	25	3	11	9	1	6	8	10	6	2	2	4	3	5	9	6	8	152
Pyroxd1	221	230	293	125	295	251	274	268	321	237	288	232	378	343	171	262	311	328	300	283	299	349	236	424
Recql	94	80	179	71	148	231	113	78	207	203	127	170	152	115	189	206	210	138	147	142	151	154	195	214
Golt1b	463	307	331	375	600	602	303	259	305	393	264	288	243	277	387	275	278	254	267	233	209	255	340	445
Spx	0	0	1	0	0	0	0	2	4	1	0	3	3	2	0	1	1	2	7	0	0	3	5	3
Gys2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldhb	63	30	73	99	96	57	65	41	71	60	56	63	29	47	71	50	24	19	70	54	57	33	39	21
Kcnj8	0	4	0	0	17	0	0	3	3	0	2	3	0	3	0	1	0	0	10	2	5	8	101	435
Abcc9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	51
5330439B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmas	5306	5227	6312	6323	7669	7456	5508	4614	4012	3689	4102	4074	3602	4335	3525	4475	3874	3771	3951	3235	3734	4202	6041	11190
Sult6b2	34	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	7	2
Gm7457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
St8sia1	6	26	28	63	32	45	30	6	37	17	18	16	15	22	22	11	46	65	26	38	30	32	1	3
Gm7468	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A930014E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930434O05Rik	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
C2cd5	531	532	586	561	585	798	834	590	557	535	493	554	489	581	446	559	475	446	427	432	537	573	638	1179
Gm31108	0	6	0	0	0	0	0	0	2	0	0	0	4	4	0	1	1	2	2	0	0	0	2	2
Gm44312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnk1	2940	2565	1984	2205	2835	4596	3089	2547	2782	2793	2631	2769	3228	3483	2549	2728	2949	2974	2501	2293	2602	2878	3633	5093
1700126G02Rik	0	1	8	0	1	0	0	0	0	0	0	0	0	0	4	0	3	0	2	2	0	0	2	8
D6Ertd474e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Gm23272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930579D09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5	0	0	0	8	3	0	0	0	0	3	1	0	1	2	0	0	0	1	1	0	5	2	3	1
Gm44068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcat1	0	0	0	0	1	0	0	0	0	6	0	1	3	2	0	0	0	0	0	1	0	1	0	0
Gm23071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrmp	10	0	2	0	0	0	1	3	0	5	0	5	0	1	0	0	2	0	2	0	2	0	9	45
Gm43910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casc1	0	0	4	0	2	20	0	0	1	3	2	7	5	10	0	7	2	9	6	0	2	0	1	7
Gm15543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfrf1	140	45	94	92	133	192	160	144	414	334	476	397	348	467	301	431	450	406	371	260	389	500	319	569
Kras	1650	1259	1130	1358	1572	2108	1784	1480	2061	1882	1846	2113	2140	2473	1840	1711	1836	1737	1785	1840	1813	2414	1962	3832
Gm44164	0	5	4	8	0	16	0	0	4	1	10	9	4	16	12	5	6	2	4	4	7	7	19	23
Gm15706	0	10	4	9	16	8	0	12	12	11	13	10	7	5	1	5	6	5	10	4	10	7	20	21
Rps25-ps1	21	30	84	48	6	5	15	27	6	13	9	13	1	4	10	15	2	7	6	3	6	4	18	39
Gm22793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010013B24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15707	0	6	3	0	0	1	4	0	0	0	0	0	2	1	0	0	6	1	3	0	0	0	0	0
Lmntd1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
Gm23498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba3b	0	0	0	0	0	0	0	0	0	0	17	12	10	12	2	2	11	11	9	4	1	3	0	0
Gm15704	0	0	0	0	0	0	6	0	0	0	1	5	0	1	0	3	0	0	0	0	0	0	0	0
Rassf8	1025	943	571	736	891	1055	629	390	408	477	411	450	340	506	393	316	374	452	311	345	378	386	402	87
Bhlhe41	0	1	0	0	0	0	18	3	0	1	2	0	1	3	0	1	0	0	0	0	0	0	0	14
Gm43909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspn	0	0	0	0	0	5	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0
Gm43931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sspnos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpr2	154	159	63	84	202	385	245	260	262	434	234	299	280	363	108	65	268	256	153	324	270	359	234	236
Gm44086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15720	0	0	3	3	3	0	1	3	10	15	9	5	6	6	7	7	21	9	11	7	9	2	7	8
Ints13	352	289	454	401	202	355	213	152	338	377	333	370	222	261	492	505	322	268	245	234	216	252	464	747
Fgfr1op2	1422	1265	1480	1398	1439	1847	1310	1298	1686	1635	1660	1633	1560	1775	2021	1893	1520	1448	1639	1451	1606	1633	1900	2938
Tm7sf3	2314	1559	1242	1134	1861	1538	2114	1469	953	998	973	907	1251	1465	1052	1137	971	978	941	807	1133	1105	1563	1995
Med21	59	30	127	42	79	221	69	133	297	170	328	330	219	277	227	330	239	294	319	167	294	322	331	484
Gm6654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930479D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	8	4	0	0	0
Stk38l	817	819	921	800	641	982	758	926	943	828	936	866	848	959	757	755	804	830	804	640	747	878	1049	2143
Gm44270	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	3
Gm6266	1	2	1	0	5	0	0	0	10	2	1	4	0	1	4	0	2	0	1	2	1	0	3	5
Arntl2	40	17	91	47	26	82	44	32	55	59	72	77	31	43	43	46	44	53	87	38	30	43	138	43
4930447C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ppfibp1	1000	1002	1240	1102	880	904	1314	801	751	848	800	666	622	778	915	1021	649	581	812	577	592	644	881	1440
1700034J05Rik	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Gm44085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Gm35876	0	0	0	7	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	2	1
Rep15	96	59	27	6	69	124	51	42	113	90	93	107	84	75	25	35	99	127	60	34	55	94	125	98
Mrps35	494	609	989	766	841	631	753	686	702	618	743	635	574	718	956	979	646	538	729	510	677	669	730	1211
Mansc4	0	2	1	0	0	0	0	2	2	4	0	6	3	0	0	1	1	0	4	0	0	10	2	2
Klhl42	468	500	531	534	408	598	292	291	383	652	475	435	283	362	791	631	442	347	402	339	247	323	662	326
Gm7571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
E330012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15767	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0
Pthlh	35	14	0	0	0	0	0	3	1	0	2	0	1	0	0	0	0	0	0	0	0	0	5	13
Gm15766	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm6288	0	0	4	2	12	22	0	10	10	12	6	8	10	15	0	9	4	13	4	8	8	4	9	12
Ccdc91	1331	1177	1072	898	1331	1459	1571	1206	907	906	950	882	969	1157	1184	1094	882	807	781	805	784	1034	963	1341
4933406L23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Far2os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Far2	7	3	0	0	0	0	0	0	7	5	1	3	5	5	14	21	13	15	14	14	2	7	294	701
Far2os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ergic2	332	218	421	322	270	620	406	411	488	556	496	512	497	525	615	581	431	413	525	409	502	489	653	1068
4732416N19Rik	0	0	3	0	7	4	0	0	6	3	8	9	6	11	3	7	5	12	0	12	0	1	7	16
Gm17216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc1	16	0	4	0	10	11	0	1	2	6	4	8	13	8	17	6	3	1	9	8	2	2	2	8
Gm15763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps4l	494	532	878	934	1191	605	474	450	565	420	575	467	393	532	390	541	558	400	523	351	461	463	279	10
Gm44020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipo8	722	578	813	862	671	1664	931	782	1043	1306	1017	1099	971	1242	1406	1223	1216	975	849	902	827	975	1308	2059
2610017A05Rik	10	0	3	0	0	8	0	1	5	5	3	3	1	0	2	9	2	0	0	2	1	5	6	12
Caprin2	39	21	42	14	33	64	57	20	88	129	63	105	62	87	114	121	71	68	53	38	46	93	66	126
Gm43908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7618	6	66	29	61	35	10	8	16	10	8	8	10	6	7	8	17	5	0	13	3	7	13	3	7
Gm43913	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Sinhcaf	65	47	103	106	117	219	64	57	220	230	219	206	128	139	404	397	157	135	201	119	111	128	282	737
3010003L21Rik	23	19	12	15	5	49	25	1	9	12	7	2	9	4	5	16	1	2	5	4	9	5	15	29
Gm25539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd5b	688	468	413	453	416	1231	684	621	534	693	500	536	581	695	639	523	602	528	401	487	556	620	828	868
Gm26540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15779	0	1	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
Gm15781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm49058	0	0	0	0	0	0	0	0	1	2	1	2	2	0	1	1	0	1	0	1	0	3	0	0
Gm22578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15780	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Gm23462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10203	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Etfbkmt	849	694	742	420	429	705	611	509	565	524	646	723	415	552	687	941	634	547	581	402	464	491	699	625
Amn1	65	57	85	66	121	140	136	104	215	99	226	250	291	320	159	229	214	243	230	159	215	216	290	480
1700003I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10388	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	7	0	0	0	0	0	0
Resf1	339	200	237	193	212	543	247	279	649	792	627	725	593	630	1184	942	632	565	487	671	449	556	795	867
Gm15782	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gm15784	1	18	1	34	14	2	0	5	4	12	7	6	6	9	8	4	2	2	2	8	10	1	2	0
Gm15786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm15783	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bicd1	525	368	583	483	352	589	337	375	623	986	705	733	344	556	925	843	707	471	657	572	541	553	708	360
Gm15785	1	0	0	0	0	0	0	0	2	3	7	4	3	6	0	3	4	3	4	7	6	8	7	14
Gm21814	19	20	41	37	42	28	27	29	55	44	81	67	42	63	21	90	53	82	42	25	59	52	84	24
Gm44043	0	0	0	11	0	0	0	3	1	4	4	1	3	7	5	3	5	7	4	4	1	0	10	0
Gm24307	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
Gm44473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7353	59	68	79	98	111	63	86	59	38	21	29	38	33	36	17	53	28	28	35	26	25	39	55	39
Gm44451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm44459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer9-ps1	0	0	5	0	0	2	0	0	1	0	3	2	3	5	1	2	6	0	2	0	5	3	4	0
AU018091	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm3375	153	251	293	255	236	108	136	202	84	100	131	68	86	101	98	146	68	99	150	55	73	112	9	6
Mir290a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir290b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp12	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Mir291a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir292b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5340	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	1	4	0	4
Myadm	2714	2352	2652	2015	1850	2335	1901	1675	1695	2142	1689	1538	1486	1613	2166	1887	1638	1408	1379	1253	1442	1315	4891	9840
Prkcg	27	17	7	0	9	9	37	12	1	2	12	13	16	11	11	9	15	12	12	4	5	6	34	71
Cacng7	0	0	0	0	0	0	0	1	0	0	0	1	3	4	1	1	1	0	1	0	0	2	1	0
Gm44256	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm44257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cacng8	0	0	1	0	0	0	0	0	0	0	7	0	2	1	2	4	0	1	2	0	1	3	1	0
Gm44151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3300002P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
Cacng6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscar	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	0	1	2
Ndufa3	779	1035	1101	706	1499	465	730	695	641	331	637	569	717	779	306	710	514	689	658	366	474	645	1414	2135
Tfpt	99	254	211	117	226	110	99	125	131	112	139	125	107	128	49	161	84	119	115	72	86	101	187	276
Prpf31	226	299	734	563	513	286	259	320	386	461	387	413	205	290	563	575	391	352	325	246	192	263	612	464
Gm15927	0	2	10	0	5	0	4	6	10	4	4	8	2	10	6	4	1	4	7	4	1	4	11	18
Cnot3	974	1012	1154	944	906	698	670	798	707	645	694	666	778	712	807	892	644	574	538	461	629	632	1219	1559
Mir3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leng1	159	174	376	398	291	248	263	301	199	129	265	214	176	256	177	267	216	164	223	140	180	201	356	598
Tmc4	9509	10534	7521	6941	11104	9911	11673	10449	6345	5481	6181	5659	8344	8678	5118	5642	6179	6104	5992	6327	6542	6571	6688	7355
Gm15929	0	0	1	0	0	0	0	0	0	0	4	1	0	4	0	1	0	0	3	0	0	0	6	2
Mboat7	1336	1626	1589	1392	1776	1515	1432	1643	1117	983	1141	1063	1259	1401	963	1202	1096	1023	1041	1051	924	1145	1497	2010
Tsen34	1227	1283	1964	1648	1628	971	1315	1499	773	496	827	728	735	783	622	1022	544	613	673	454	620	616	1408	2023
Rps9	15960	18593	23999	24155	20264	8895	12856	14110	7005	7611	8069	7066	4801	5782	8832	10684	5663	5563	8056	5484	5528	5209	17110	28738
Pirb	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	5	0	0	0	0	0	0	0	1
Gm15922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilra6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7363	0	10	4	5	2	4	7	15	14	24	12	9	6	9	11	25	1	1	18	15	17	7	6	20
Gm15928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lair1	0	0	0	0	0	0	0	0	0	0	2	5	1	1	0	0	0	0	0	0	1	0	0	0
9430041J12Rik	3	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0
Gm23741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh1	77	51	15	36	13	35	18	6	15	6	24	31	23	21	13	11	21	15	41	20	26	14	24	42
D030047H15Rik	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Leng8	786	852	1393	1402	1887	991	898	739	1021	603	1366	1108	1195	1287	869	1645	1006	939	1188	826	787	657	1828	3526
Leng9	1461	2070	1013	907	1581	1195	891	1051	820	520	785	807	1041	1205	502	557	651	845	737	675	741	716	705	693
Cdc42ep5	5265	5984	3140	2935	4162	2424	2206	2513	2194	1882	2005	2130	2122	2489	1478	1987	2010	2091	2172	1825	2099	2107	2026	2843
Gm5319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15926	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
Lilra5	10	1	3	0	0	2	6	0	0	0	1	0	0	0	0	0	1	2	0	0	0	4	0	0
Gm15923	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm15931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ncr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp6	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	1	0	2	0	0	0	1	0	0
Gm25349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0c-ps1	0	2	7	0	2	5	0	2	0	0	0	5	2	0	1	1	1	0	2	0	0	1	1	3
Rdh13	409	430	428	587	409	422	367	268	338	354	288	303	261	274	563	547	293	214	280	271	190	206	341	547
Gm24605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15494	1	0	0	0	0	0	0	7	1	0	0	1	1	0	0	0	1	0	0	1	0	2	2	3
