Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Ctbp2_KO1	Ctbp2_KO2
Pstk	65	75	63	51	152	154	188	47	101	60	95	163	47	89	109	101	100	98
Gm44623	0	4	0	0	0	0	0	0	0	0	5	3	2	9	0	0	1	0
Ikzf5	22	39	2	4	3	0	4	17	3	0	27	15	12	14	36	34	23	18
Gm44624	0	0	0	0	0	0	0	0	0	0	3	5	0	0	3	1	0	0
Gm44625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Acadsb	167	295	301	212	228	247	303	285	320	250	527	629	238	311	340	295	283	223
Gm44982	0	0	0	0	0	0	0	0	0	0	1	5	1	2	0	1	0	0
Gm18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4
Hmx2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bub3	507	635	618	566	1144	1024	1129	973	869	632	811	1150	575	614	729	691	729	669
Gm16477	14	3	13	9	23	12	7	22	2	17	5	11	6	4	14	1	2	8
Gm4585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr26	1	2	0	0	0	0	0	0	0	0	1	4	8	2	2	2	2	0
Cpxm2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
n-R5s159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst15	14	4	16	16	13	20	14	26	3	21	13	7	19	30	14	12	1	18
Gm44891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oat	1996	2439	3291	2879	2745	2029	3253	3510	4200	3450	2371	2876	2719	2783	2814	2641	2595	2428
Nkx1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhpp	81	109	140	186	128	125	215	114	149	162	117	145	110	105	139	127	146	115
Gm15582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53b	653	666	1436	1549	1206	1197	1978	1740	1597	1702	405	323	874	848	610	572	656	604
Eef1akmt2	72	104	56	40	39	104	72	28	32	27	83	150	67	91	109	89	75	58
Gm45501	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	0
Abraxas2	541	567	612	348	550	401	659	772	710	599	640	691	546	619	566	522	459	477
1500002F19Rik	3	1	0	0	4	0	7	3	11	2	1	3	1	4	0	3	0	0
Gm45502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zranb1	606	614	528	393	552	440	426	1115	742	579	956	703	676	689	578	635	609	577
Gm15718	0	3	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Ctbp2	1033	1085	1785	1496	1959	1990	2020	1962	2411	1734	1583	1537	1198	1316	1161	1081	1051	914
B930086L07Rik	2	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	4
4930483O08Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
Gm45672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edrf1	287	382	458	340	401	305	344	527	480	420	481	448	357	359	399	358	375	364
Mmp21	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
Uros	164	176	161	129	155	163	146	139	115	149	186	263	160	191	184	199	166	147
Bccip	202	278	242	181	487	210	262	373	184	174	385	509	179	258	373	336	317	254
Dhx32	2880	3005	4901	4393	4296	3449	4399	3977	4367	4167	2480	2976	3439	3742	2689	2635	2513	2660
Gm15483	8	1	3	5	1	0	2	0	7	1	1	5	1	1	1	0	3	1
Gm45670	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	9
Fank1	3	4	7	23	0	0	10	0	9	10	0	3	5	3	0	1	0	1
Adam12	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
Gm23631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130023I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9333	4	3	0	4	6	10	1	0	0	0	4	4	1	3	5	0	2	11
Dock1	1342	1980	2516	2459	1465	1238	1638	2507	2012	1634	2162	2041	1993	2118	1827	1936	2229	1876
Fam196a	0	3	5	0	0	0	2	7	0	3	0	10	0	1	0	3	13	1
Gm45532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3
Gm45597	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0
Gm24581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Nps	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
Gm45339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930544L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	3271	3653	2389	2134	2289	1980	2511	4178	3724	3721	2177	2343	4085	4642	3031	2817	2673	3141
Ptpre	444	526	464	460	381	304	682	848	780	709	387	371	728	680	377	400	389	533
Mir1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830432E09Rik	1	0	0	0	0	0	0	0	0	0	2	0	0	7	1	1	0	1
Mki67	250	361	169	159	1084	572	254	704	97	144	4541	2694	155	307	662	921	810	538
Gm45240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330420H09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C030029H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230079O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5904	1	1	0	5	0	16	0	6	0	7	1	2	4	3	2	0	3	2
Gm6249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9347	1	0	25	4	16	12	3	0	0	8	2	3	1	0	4	0	0	0
Mgmt	272	228	592	512	924	905	855	506	565	520	309	334	155	209	311	265	267	203
Gm45280	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
Gm45499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf3	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1
Gm45278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17841	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9430038I01Rik	154	186	164	205	225	126	332	196	227	152	74	134	165	147	111	121	94	135
Glrx3	1469	1637	1927	1561	2718	2429	2185	1996	2130	1802	3051	3097	1181	1451	1792	1797	1590	1430
Gm45397	0	0	3	0	0	0	5	0	0	0	1	6	0	0	0	0	0	0
Gm45683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5650	0	0	0	0	0	0	0	0	0	0	3	1	6	1	0	0	0	0
Gm25798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcerg1l	4	3	0	0	0	0	0	0	0	0	12	24	0	6	0	1	4	3
Gm45686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930543N07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1ip1	116	56	91	55	80	53	67	104	61	105	127	136	88	90	106	84	102	86
Ppp2r2d	393	455	722	584	580	495	619	896	511	547	531	501	415	479	472	491	436	458
Bnip3	1173	1003	1397	1164	773	685	1363	1618	1847	1324	944	1082	1061	987	714	802	442	703
Gm45507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm9358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jakmip3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm45613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl4	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0
Stk32c	136	97	145	227	116	63	297	175	89	120	132	180	162	188	117	125	95	136
Gm27975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	12	23	49	36	39	36	12	12	34	1	35	31	14	20	16	15	31	9
Pwwp2b	427	457	1324	1320	1654	1787	1451	1106	870	986	842	922	415	562	650	574	463	477
Gm32486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5a	1952	2179	4686	3617	2872	3644	4368	4572	4181	3136	2829	2384	2136	2495	1959	2071	1958	1701
Nkx6-2	0	0	0	0	1	0	0	0	0	0	9	8	0	0	0	0	1	0
Cfap46	2	6	6	5	33	5	8	0	0	6	3	0	5	2	4	7	9	13
Gm4459	5	1	0	3	20	9	4	3	2	13	5	10	2	7	4	3	2	5
Rpl21-ps13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Gm7380	0	5	0	18	29	21	0	0	8	7	3	8	13	2	6	3	2	1
Mir6401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgra1	6	3	19	15	20	0	6	3	25	11	11	10	4	3	4	7	2	16
Gm4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kndc1	1	4	0	0	0	0	0	0	0	0	0	0	6	1	1	1	2	1
Utf1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Gm16201	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Gm2044	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430531B16Rik	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0
Adam8	79	54	126	193	217	260	271	123	151	114	87	97	34	55	73	86	45	47
Mir7062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp2	141	134	238	226	316	297	338	295	191	168	373	359	156	195	196	174	179	167
Zfp511	80	74	138	139	148	196	146	37	145	100	141	160	75	112	100	101	89	85
Msx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Caly	1	0	0	9	2	0	0	0	0	0	1	1	7	2	0	0	1	1
Prap1	2423	2269	4000	5452	1897	1734	3202	1418	2288	2160	503	1172	3097	3143	1413	1455	1096	1901
Fuom	781	634	584	634	660	519	1333	539	982	752	386	445	706	673	466	452	494	478
Echs1	2542	2447	4094	4095	3621	3052	4511	2940	4237	3510	1965	2516	2605	2890	2416	2312	1996	2013
Paox	166	154	582	582	454	406	368	229	340	322	227	243	193	182	218	175	148	188
Mtg1	101	122	187	167	264	164	208	148	171	121	226	312	100	129	167	157	116	133
Sprn	2	0	0	0	0	0	0	0	0	0	0	2	10	1	3	0	0	1
Olfr522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd163l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830411N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45456	2	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
Olfr525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr528-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr529-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr531	14	33	10	0	1	0	11	0	5	9	5	19	48	60	17	9	32	38
Olfr532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr534-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr537-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr539	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr540-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr542-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2e1	0	0	4	0	0	0	5	0	0	6	2	0	0	0	0	0	1	0
Syce1	0	7	0	0	0	0	8	0	0	2	12	2	0	2	1	0	0	3
Gm29799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp941	0	1	0	4	0	0	2	0	0	0	0	0	3	0	2	1	4	0
Gm45785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urah	69	37	155	146	166	105	205	18	78	125	15	22	62	58	38	59	51	53
C330022C24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0
Bet1l	187	210	502	326	363	261	487	209	350	354	151	204	261	291	187	227	156	247
Ric8a	1722	1650	2536	2688	2779	2454	3716	2558	2728	2616	1617	1729	1896	2114	1679	1664	1601	1646
Sirt3	199	209	218	304	275	214	347	190	345	266	98	179	228	225	208	174	153	180
Psmd13	1691	1651	2479	2539	3264	2440	3242	2521	2883	2585	2132	1953	1663	1848	1918	1803	1566	1590
Gm15542	5	9	5	2	2	0	15	7	1	4	7	16	8	9	9	11	23	13
Cox8b	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BC024386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp6	2159	2445	4969	5549	3086	3192	4635	4457	4051	3836	2777	2465	3276	3109	2662	2297	3294	2598
Pgghg	103	139	252	290	337	276	224	165	281	195	273	250	92	157	180	192	141	157
Ifitm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm2	33	37	88	76	141	99	131	84	101	100	3	15	25	48	38	78	51	30
Ifitm1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7514	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm3	0	2	0	0	0	0	5	1	0	0	0	0	0	0	10	2	2	0
Ifitm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galnt4	47	57	137	60	317	254	110	33	39	37	26	50	31	40	73	91	78	36
Pkp3	2837	2746	6134	7825	6070	6074	7689	5595	5317	6057	3441	3345	3672	4065	3116	2933	2774	2639
Sigirr	576	587	846	948	1094	880	1331	964	1098	1074	708	861	948	846	685	631	676	717
Ano9	1172	1070	1326	1088	909	691	1345	1718	1621	1179	1030	1131	1597	1532	1054	1148	1157	1054
Gm24962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptdss2	1093	968	1805	1864	2433	2261	2334	1997	2933	2662	1039	956	1153	1227	1020	882	1025	954
Rnh1	2637	2520	5075	5452	5219	5013	6526	4224	4617	4834	2581	3177	2955	3169	2948	3015	2481	2873
Gm5905	17	23	45	71	126	113	100	62	21	40	20	51	13	26	20	13	26	21
Gm22019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hras	921	924	1519	1596	2052	2091	2403	1396	1669	1487	1073	1121	745	943	886	1017	935	942
Lrrc56	224	139	192	231	204	226	314	190	244	293	165	171	224	281	178	165	152	134
Lmntd2	175	116	256	413	439	262	280	165	267	326	211	407	223	273	210	145	173	200
Rassf7	2521	2230	3060	4308	4629	4365	4927	2883	3432	3640	1947	3201	2428	2661	2222	2115	1701	1907
Mir210	0	0	5	0	0	0	0	0	0	0	0	7	2	7	4	0	0	5
Phrf1	898	927	1582	1922	1840	1667	1645	1851	1341	1540	1430	1452	1023	1151	1012	991	979	899
Irf7	3342	3386	2908	4104	2125	2282	5805	3338	4983	5131	613	687	2301	2898	1524	1726	1383	1725
Cdhr5	35650	35302	33667	37626	32668	31636	53562	45375	53924	54557	25232	22663	47047	47524	28120	25126	32195	31325
Sct	210	165	225	163	195	176	492	177	292	374	38	56	216	324	101	128	123	168
Drd4	5	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0
Deaf1	543	447	729	700	573	550	920	656	871	735	378	486	452	526	517	492	454	395
Tmem80	188	141	174	258	333	341	401	186	265	245	105	247	166	213	228	245	206	192
Eps8l2	5061	4916	7488	8111	7516	7469	9936	8651	8973	10005	3234	3199	6605	6771	4309	4294	4554	4552
B230206H07Rik	21	18	14	8	35	0	65	13	23	2	8	25	40	43	40	63	47	27
Gm25725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taldo1	11167	12380	14981	15769	16064	14215	26777	14239	20400	16658	6628	9638	12239	14293	11502	11742	10696	11466
Gm4535	0	3	0	0	3	0	0	0	0	0	0	0	0	1	1	1	2	0
Gatd1	616	549	903	864	1065	996	1418	861	1028	1115	614	740	624	782	682	548	592	598
Cend1	3	10	0	6	12	0	25	0	12	16	1	7	10	13	0	0	1	4
Slc25a22	1033	1020	1356	1622	1191	1078	1956	1374	1402	1303	525	845	1372	1451	801	889	669	845
Pidd1	112	89	120	144	504	373	266	262	235	169	320	355	89	91	227	170	133	84
Rplp2	2383	2730	6161	9179	11234	9949	8392	3618	4512	5358	4241	5642	2648	2784	4153	3748	2833	2946
Snora52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla2	2690	2707	4123	4532	4437	4408	5074	4207	4743	4940	2560	2523	3005	3058	2345	2250	2117	2280
Cracr2b	89	103	194	266	419	503	351	157	223	286	92	124	149	165	152	167	99	116
Gm10575	9	6	5	31	22	19	21	0	21	25	13	20	11	22	21	32	14	13
Cd151	2804	2695	4435	4749	4418	3786	5887	3703	4771	4643	2023	2313	2853	3088	2826	2663	2316	2407
Polr2l	129	132	141	216	425	284	474	103	48	123	83	267	148	141	236	218	165	209
Tspan4	32	65	195	163	430	333	315	138	196	115	127	137	47	49	100	129	82	46
Chid1	494	609	1064	995	1061	1023	1205	701	775	894	588	669	565	772	631	659	619	627
Gm45416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ap2a2	3430	4011	6117	6140	5080	5543	6872	7365	7450	6532	4747	3893	4224	4537	3569	3550	4050	3453
Gm16982	9	0	0	1	0	0	14	9	0	2	5	2	5	8	10	3	7	1
Mir7063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc6	0	5	0	0	3	0	4	0	0	0	14	10	1	11	3	10	11	12
Muc2	1542	1355	1996	1567	286	311	985	2678	1836	2391	375	259	1207	1361	866	1050	1397	1077
Muc5ac	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Muc5b	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Tollip	1973	1962	3084	3621	2494	2346	2813	3485	3188	2868	2006	2063	2686	2757	1866	1979	1844	2037
Gm20501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brsk2	2	1	0	1	3	0	0	1	0	5	0	4	7	0	1	3	1	2
Mir3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob2	650	728	861	955	924	642	1262	967	910	877	533	697	726	817	678	688	690	755
Gm45630	0	0	0	0	0	0	0	0	0	5	3	0	0	4	4	3	8	2
Gm25416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp8	251	297	496	581	517	620	495	612	580	551	319	322	378	444	215	218	239	214
Gm32786	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm45417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25370	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10153	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Krtap5-3	4	2	23	49	0	0	3	19	0	0	0	0	9	6	3	8	3	9
Gm7579	2	11	0	0	2	0	0	0	0	0	0	0	19	11	2	2	0	9
Gm19094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-5	0	1	0	7	1	0	0	0	4	1	0	0	1	0	4	2	4	3
Gm40460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45889	1	0	0	0	6	0	0	0	5	0	4	0	0	0	0	0	0	1
Krtap5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm10	5	2	10	3	1	0	0	0	0	6	0	0	1	2	0	2	0	2
Gm49369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsd	10546	10026	23826	25104	20811	19695	22622	16113	22861	22314	7145	7979	10228	11203	10063	9363	8476	8354
Gm26143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Syt8	1556	1397	4300	4615	4147	4278	4547	2457	3656	3409	1253	2135	1326	1762	2121	2151	1466	1578
Tnni2	52	67	79	74	135	63	139	75	31	46	96	201	43	78	117	122	77	81
Lsp1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Prr33	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Tnnt3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
Mrpl23	159	203	327	286	348	343	448	199	235	201	277	339	153	184	208	226	258	183
Nctc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H19	2	0	0	8	5	8	32	0	2	13	11	0	1	0	3	6	4	1
Gm27483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igf2	0	2	0	0	0	0	0	0	0	0	1	0	1	3	0	3	0	1
