Geneid	Ctrl_1	Ctrl_2	Satb2_KO1	Satb2_KO2	Mta2_KO1	Mta2_KO2	Chd4_KO1	Chd4_KO2	Gatad2_KO1	Gatad2_KO2	Smarcd2_KO1	Smarcd2_KO2	Smarca4_KO1	Smarca4_KO2	Smarca5_KO1	Smarca5_KO2	Rbbp4_KO1	Rbbp4_KO2	Ctbp2_KO1	Ctbp2_KO2	Ncor1_KO1	Ncor1_KO2
Mir546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avil	12	9	36	16	21	31	67	46	29	30	4	5	7	11	16	6	15	11	16	7	8	8
Tsfm	111	149	178	185	406	270	386	167	138	129	206	363	116	160	244	208	200	170	195	147	173	107
Eef1akmt3	1	0	0	0	1	0	3	0	0	0	3	0	1	2	3	0	1	2	2	2	0	5
Mettl1	18	33	9	65	220	132	65	39	25	19	141	143	9	34	59	81	60	102	74	58	66	43
Cyp27b1	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0
March9	94	125	334	346	658	586	415	218	472	517	112	172	138	136	160	109	63	107	158	144	83	89
Cdk4	437	602	844	758	2157	1950	1220	707	692	732	1230	1455	402	627	895	938	944	1122	774	668	720	470
Tspan31	844	684	1260	1001	1187	1055	1222	1282	1651	1185	647	668	788	809	774	718	734	604	655	606	690	562
A730063M14Rik	12	2	0	1	2	6	1	15	0	0	0	8	5	7	7	5	8	4	15	3	9	2
Agap2	8	5	0	0	1	0	3	8	0	0	2	8	31	6	2	6	0	1	4	4	8	5
Os9	3162	3571	5459	6458	4514	4529	6773	4313	5869	5285	2698	3117	4694	4774	3661	3130	3580	3379	3731	3622	3113	3393
Gm4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
B4galnt1	2720	3209	5827	6660	4635	4736	6245	5176	3938	4827	2534	2496	3015	3294	3509	3059	2885	3066	3289	2632	2507	2498
Slc26a10	23	39	118	174	30	10	39	36	20	48	33	34	22	36	41	57	55	56	38	61	44	44
Arhgef25	7	11	20	7	38	11	38	44	0	18	11	4	10	5	4	18	9	11	3	12	12	3
Dtx3	16	17	57	53	47	36	57	63	21	46	19	59	32	27	33	12	44	15	13	18	17	19
F420014N23Rik	3	5	0	0	12	20	0	0	0	6	13	2	4	8	14	12	7	1	10	9	5	6
Pip4k2c	2963	3296	4730	4751	3599	3466	5367	5101	5985	4912	2090	2540	4236	4086	2660	2869	3217	2490	2852	3136	2356	2547
Kif5a	13	32	0	10	6	0	19	20	2	6	4	15	55	26	14	4	3	1	13	10	13	15
Dctn2	3195	3123	5293	6314	6408	5607	6602	4337	5230	5896	2682	3582	3319	4011	3510	3237	3387	2727	2925	2864	3563	2786
Mbd6	710	742	1215	1724	1628	1851	1707	1524	1208	1455	877	1244	1107	1122	969	929	921	873	1022	718	844	834
Gm20492	12	3	0	5	10	38	3	0	3	15	10	14	5	3	16	4	4	8	10	9	1	6
Gm4189	4	4	0	8	3	0	0	0	11	12	2	6	2	4	1	5	1	2	0	7	0	0
Ddit3	461	410	556	623	678	500	619	339	414	541	175	364	503	524	359	258	355	151	274	304	301	231
Mars	436	457	1199	1188	1942	1553	1014	902	877	808	1504	1391	499	509	705	614	793	947	608	572	695	485
Gm6283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap9	1	15	20	17	113	91	73	15	30	50	14	6	6	4	13	20	26	16	14	10	30	1
Gli1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm47200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inhbc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hdm2	1507	1528	2073	2206	2020	1783	2223	2615	2448	2617	2063	1646	1932	2034	1428	1399	1445	1831	1605	1175	1309	1441
Gm23819	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Stac3	1	2	0	0	5	35	4	0	0	3	0	5	3	1	7	4	3	4	5	0	3	17
Ndufa4l2	2	3	0	5	0	0	0	0	0	1	0	0	2	1	0	0	3	0	0	6	8	2
Shmt2	261	347	702	795	1739	1539	738	519	434	388	1236	1030	280	356	572	539	600	691	421	359	467	304
Nxph4	0	0	11	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	1
Lrp1	2797	2985	6459	7562	5289	6473	5846	7399	8448	11060	1755	1678	4204	4542	2384	2637	2375	2652	2347	2340	1979	3585
Gm16217	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm48815	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
Stat6	2344	2476	3190	3425	4946	4186	4072	3750	4377	4465	2837	3076	2680	2948	2458	2518	2661	2632	2425	2286	2526	2188
Nab2	86	86	155	287	523	514	303	181	296	310	91	279	122	112	106	99	111	75	85	96	73	55
Gm16229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemp1	174	227	134	76	230	127	168	214	181	167	270	337	181	207	236	193	242	298	210	187	166	164
Gm16230	4	5	3	0	2	1	0	0	3	0	4	0	0	7	1	1	0	4	2	0	3	0
Myo1a	22777	27313	41976	42830	34241	33155	39448	35063	46015	43637	22567	21119	31462	35022	22496	23150	25008	25224	27029	25493	20104	26052
Tac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zbtb39	250	276	701	559	660	669	655	548	470	532	480	405	287	364	338	309	330	411	330	326	220	283
Gpr182	2	5	0	4	14	24	0	14	21	5	14	9	9	5	4	8	6	5	5	2	3	5
Rdh1	2	3	13	4	0	0	0	0	2	0	0	2	4	0	1	3	0	6	2	5	1	0
Rdh16f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rdh9	18	14	49	39	41	21	53	48	49	32	3	12	28	52	49	37	24	16	31	49	36	31
Rdh16	116	92	19	24	14	21	64	123	38	33	12	6	51	87	42	91	40	20	93	136	118	79
Rdh18-ps	1	1	15	0	3	0	2	10	0	0	0	0	0	0	2	7	0	0	1	1	1	0
Rdh19	2	0	0	0	0	0	0	17	0	4	0	0	0	5	0	6	1	0	0	2	0	0
Rdh16f2	4	10	0	8	6	0	8	16	7	15	7	7	2	5	9	1	0	17	6	5	6	6
Rdh7	12	25	129	95	38	26	48	12	54	30	1	12	25	17	15	14	8	6	17	47	16	8
Sdr9c7	0	10	0	3	7	6	9	2	8	4	0	0	10	5	11	10	5	8	16	6	16	2
Gm15905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm15900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm47949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b6	1	0	0	0	2	0	2	0	3	0	2	0	0	0	0	4	6	0	1	0	1	0
Gm10120	1	1	9	1	7	29	4	0	2	2	3	0	1	1	4	0	1	1	1	0	3	0
Prim1	22	24	23	6	72	8	18	67	10	13	243	171	10	36	49	40	89	114	59	30	33	25
Naca	4978	4801	5749	5565	9063	8268	6144	6257	5149	6415	6751	7471	3920	4858	5471	5331	5740	6083	4853	4259	6117	4256
Ptges3	994	1393	1015	857	956	1229	1200	1595	966	694	2270	2220	956	1200	1497	1582	1473	1853	1253	1164	1381	1130
Gm47438	1	0	0	0	1	0	0	4	0	0	0	0	6	0	0	0	0	1	2	0	1	0
Atp5b	28446	31652	41738	40313	55602	45494	55055	42754	51511	44900	36305	40711	31761	35960	32752	31471	33472	31765	28598	27735	34382	29019
Snord59a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	2
Mir677	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	0	0	0	0	0	0	0
Baz2a	2644	2910	4436	4086	4533	4240	4260	4582	5659	5152	3555	3341	3369	3691	2698	2920	2934	3256	2742	2738	2612	2931
Rbms2	233	274	492	634	612	584	415	402	578	543	388	448	264	309	329	274	274	346	253	157	315	247
Gm4556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gls2	0	3	0	3	11	18	0	0	2	8	21	17	3	1	10	6	6	12	0	3	7	0
Spryd4	162	194	191	250	394	306	296	214	220	262	291	384	150	228	241	208	236	190	205	210	247	174
Mip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm26847	0	3	0	0	1	0	0	0	0	0	8	2	0	0	0	1	0	0	1	0	0	0
Timeless	24	17	22	13	171	129	43	36	8	15	206	208	6	25	75	58	55	96	62	23	43	25
Apon	0	3	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0
Apof	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Stat2	1029	1048	1410	1522	1195	1366	1748	1544	1935	1735	910	829	966	1141	836	818	755	738	833	871	855	847
Il23a	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Gm23241	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pan2	303	308	596	521	547	556	492	509	378	385	385	450	385	419	383	364	388	388	371	346	332	289
Cnpy2	674	674	677	647	1009	870	1099	575	839	842	482	624	665	756	609	616	631	490	584	559	565	454
Cs	9965	10164	19567	19121	20401	19651	17992	19371	20163	18550	11585	10876	12015	13209	10586	9949	10345	11023	9284	8982	10923	10519
Gm23182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Coq10a	93	105	87	140	168	151	166	86	143	161	106	134	127	125	114	78	102	60	104	88	108	101
Ankrd52	838	821	2179	2023	1892	2003	1819	1867	1594	1594	1704	1652	1016	1022	1232	1047	1094	1690	1261	980	1020	989
Gm26308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mir6914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17201	24	42	94	47	48	43	100	55	31	38	67	46	28	41	36	24	33	38	31	26	28	26
Slc39a5	627	669	1064	1224	1788	1652	1480	1300	2052	2269	627	861	701	838	621	651	817	464	570	487	497	489
Nabp2	740	809	978	1057	1022	1018	1261	860	946	842	622	862	772	904	805	682	840	594	666	634	790	477
Gm25361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	2	1	2	0	0
Rnf41	341	328	684	659	733	772	879	596	652	647	367	427	368	452	434	395	406	433	365	410	383	359
Gm26347	1	2	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	5	0
Mir8105	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
Smarcc2	2441	2658	3294	3904	3553	3451	4030	4230	3765	4430	3493	3346	3100	3516	2495	2563	2606	3091	2748	2620	2173	2525
Myl6	13973	14460	14445	18822	21867	17328	27470	9388	16755	16828	6425	13189	15147	17540	14390	15108	14934	8117	11173	14618	14762	9889
Myl6b	5	3	17	2	22	18	20	21	0	5	18	20	14	11	8	13	13	2	25	4	16	6
A430046D13Rik	15	2	4	3	13	10	8	14	13	36	9	11	18	16	7	16	5	1	4	14	10	8
Esyt1	1154	1282	1745	2028	2718	2744	2878	2322	2484	2328	1101	1058	1191	1470	1589	1661	1388	1507	1574	1405	1381	1205
Mir6916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29585	4	1	0	2	0	9	9	15	12	0	0	13	2	12	16	7	5	2	24	12	4	10
Zc3h10	151	191	227	251	355	288	344	172	371	283	246	174	196	210	166	183	210	169	155	178	147	118
Rpl41	6683	6546	16677	24062	24861	24113	22824	7225	12784	15603	6614	9828	5696	6928	8070	7171	7493	6957	5816	6592	9510	6802
Gm9176	1	0	0	1	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Pa2g4	1001	1280	1376	1292	2997	2354	1828	1452	1254	1352	3211	3280	847	1244	1932	1849	1733	2625	1717	1498	1799	1238
Gm47275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb3	9649	10505	11562	12139	10028	8674	12480	12005	13018	13035	9427	9628	13102	14026	8763	9358	9305	8898	9420	10107	7997	9299
Mir6917	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Gm47540	0	4	5	0	3	0	0	0	0	0	1	5	4	2	3	0	0	1	3	4	3	0
Gm9182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rps26	8492	7383	14782	12294	17164	13875	16347	8020	12648	10701	11759	10537	5297	7126	8237	7899	9524	9101	7245	6166	8605	6513
Ikzf4	18	9	6	2	12	28	0	5	5	1	1	2	3	5	10	2	1	2	3	3	7	3
Gm26876	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0
AC117232.1	1	0	11	14	9	3	7	13	0	0	5	2	3	0	11	14	6	5	5	6	2	1
Suox	6353	6651	12530	11424	12206	10585	11421	9196	8637	7513	3840	4889	4493	6352	7228	7973	6759	6123	6726	7029	6989	5789
Rab5b	2098	1995	2998	2539	2676	2682	3687	2776	3812	2968	1552	1999	2625	2744	2051	2064	2175	1534	2098	2104	2177	1832
Cdk2	92	122	169	126	280	222	168	143	118	128	199	293	89	80	146	139	109	175	109	91	99	83
Pmel	37	30	46	32	48	34	66	10	68	43	15	13	42	40	23	21	25	21	39	30	24	25
Dgka	4400	5087	4530	4386	5027	4228	6675	6422	6952	6038	3222	3478	4704	5456	4076	4344	4195	3822	4358	4359	4002	4215
Pym1	263	344	475	461	599	465	599	339	433	402	228	317	310	333	245	270	301	244	288	265	246	227
Rpsa-ps2	7	3	26	24	22	39	24	47	9	16	4	12	4	8	10	10	9	15	0	9	9	1
Gm47093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mmp19	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
Tmem198b	19	18	45	32	84	65	51	23	69	60	25	37	21	37	30	13	10	12	20	26	11	25
Dnajc14	1668	2158	2244	2456	1963	1951	2721	2594	2200	2394	1710	1703	2133	2371	1981	1986	2082	1899	2128	1928	1736	1721
Sarnp	196	290	63	78	207	128	61	49	69	119	477	490	170	273	296	307	313	302	261	285	330	196
Ormdl2	758	793	1088	867	968	809	1479	848	1371	1097	510	698	776	939	754	702	757	571	663	679	804	621
Gdf11	3	10	4	16	15	21	17	21	8	3	8	2	3	15	7	4	7	11	6	10	6	10
Cd63	4166	4520	4078	3272	4699	3444	6665	4612	8212	5714	1257	1537	3746	4467	3898	4358	3927	2837	3346	3568	3564	2910
Rdh5	69	85	33	32	37	11	78	51	132	70	19	47	71	84	40	34	52	21	41	49	46	35
Bloc1s1	1	8	2	8	1	0	7	1	1	4	5	6	5	6	7	1	12	0	3	5	3	4
Itga7	892	774	847	946	600	396	1684	1274	2247	1774	300	252	1401	1320	615	570	718	340	414	655	765	682
Gm25494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7b	7002	7459	7544	7073	6071	5336	12066	7204	10451	9638	2238	2829	6983	7934	5587	5999	5772	3690	5074	5524	6644	5604
9030616G12Rik	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	3	1	0	0	4	1	0
Olfr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr764-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr766-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr778-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr783-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2
Olfr785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr793-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr795-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr797-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr814	0	0	0	0	0	0	0	0	0	0	11	4	3	1	3	3	2	8	2	3	2	0
Olfr815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134333.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1542-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm48514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr827	4	8	0	0	0	0	0	41	0	1	0	0	11	7	3	6	0	1	2	2	3	3
Neurod4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tespa1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
Vmn2r84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9770	8	4	17	11	9	1	22	24	32	16	8	3	16	10	8	9	7	2	2	2	7	4
Vmn2r85	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Vmn2r86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35405	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0
Gm31793	0	8	20	8	3	0	3	0	7	2	17	26	6	12	4	0	2	10	10	0	17	1
Gm23793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm26445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1-ps2	2	1	15	19	21	12	21	0	0	16	8	10	3	4	7	3	17	1	0	3	2	3
Pisd-ps1	17	22	11	21	53	48	54	47	19	21	37	79	34	32	34	38	30	11	37	42	37	27
Sfi1	122	105	151	146	168	168	174	185	105	129	184	289	179	138	114	145	139	98	113	104	88	124
Gm11399	0	2	0	1	3	0	0	0	0	1	0	5	2	0	2	3	2	0	6	3	0	3
Gm11400	8	7	0	12	23	4	8	10	1	15	2	11	4	3	2	0	4	10	7	5	12	6
Drg1	648	646	645	542	936	696	717	973	591	637	816	1000	589	696	778	704	753	727	616	645	767	572
Gm12735	7	0	0	2	0	9	0	0	2	0	1	2	7	0	0	1	0	0	0	0	0	0
Fau-ps2	1	0	0	6	0	0	0	0	0	0	0	0	0	1	3	0	1	0	5	0	0	0
Eif4enif1	620	674	1000	906	1028	810	983	897	867	832	799	970	746	816	688	673	722	701	672	609	564	536
Patz1	44	75	32	55	239	231	201	132	117	95	101	133	25	40	86	94	60	98	87	60	60	30
Gm12592	2	4	0	0	2	0	0	8	0	0	0	1	0	0	4	4	3	0	1	0	0	3
Gm11944	0	10	0	0	5	0	0	0	0	0	1	9	3	3	3	7	5	6	3	4	7	1
Pik3ip1	8	14	97	79	34	83	102	43	24	28	26	36	13	12	22	28	27	34	25	14	21	12
Limk2	1748	2261	4481	4589	4993	4708	4794	3793	3221	3015	3455	3711	1916	2281	3109	2916	2349	2982	2761	2238	2405	1713
Gm11948	0	2	0	3	3	0	7	10	8	2	4	6	0	1	9	0	2	10	2	1	2	1
Rnf185	933	940	1235	1260	1160	855	1296	1332	1607	1140	945	1025	1044	1231	812	918	924	935	828	853	727	834
8430429K09Rik	29	34	35	21	35	13	61	53	16	37	43	48	27	37	25	40	21	26	26	27	21	22
Gm11945	9	9	9	5	4	16	22	18	59	8	14	11	9	4	14	10	23	2	8	13	16	11
Gm24439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g3	47	42	26	24	14	29	27	61	40	33	8	27	70	60	57	39	34	39	40	25	48	65
Inpp5j	1914	2126	1834	2196	1738	1840	3601	3371	2966	3733	1684	1507	2303	2586	1841	1759	1750	1652	1665	1422	1759	1897
Selenom	266	232	272	484	153	131	432	154	267	333	168	353	295	307	182	226	168	77	114	112	163	94
Smtn	42	31	51	55	151	99	91	66	26	60	126	131	55	33	54	58	47	44	23	21	30	29
Gm11946	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	1	0	0	0	0	0
Gm11947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
